task_id	family	instruction	source_suite	source_task	original_instruction	goal_atom	evidence_notes	evaluation_origin	successes	episodes	success_rate_percent	success_videos
ANLGX_001	E1_clean_exact_instance_three_targets	Put the white mug on the left plate.	libero_10	LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate	put the white mug on the left plate and put the yellow and white mug on the right plate	on(porcelain_mug_1, plate_1)	Nonblocking source-scene mugs remain; repeated plates remain because exact-instance selection is the analogy variable.		5	5	100.0	5
ANLGX_002	E1_clean_exact_instance_three_targets	Put the white mug on the middle plate.	libero_10	LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate	put the white mug on the left plate and put the yellow and white mug on the right plate	on(porcelain_mug_1, plate_3)	Nonblocking source-scene mugs remain; repeated plates remain because exact-instance selection is the analogy variable.		4	5	80.0	4
ANLGX_003	E1_clean_exact_instance_three_targets	Put the white mug on the right plate.	libero_10	LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate	put the white mug on the left plate and put the yellow and white mug on the right plate	on(porcelain_mug_1, plate_2)	Nonblocking source-scene mugs remain; repeated plates remain because exact-instance selection is the analogy variable. | The yellow-and-white mug is removed because it lies in the white-mug-to-right-plate corridor (the ANLG_012 collision).		3	5	60.0	3
ANLGX_004	E1_clean_exact_instance_three_targets	Put the yellow and white mug on the left plate.	libero_10	LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate	put the white mug on the left plate and put the yellow and white mug on the right plate	on(white_yellow_mug_1, plate_1)	Nonblocking source-scene mugs remain; repeated plates remain because exact-instance selection is the analogy variable. | The white mug is removed because it lies in the yellow-and-white-mug-to-left-plate corridor.		0	5	0.0	0
ANLGX_005	E1_clean_exact_instance_three_targets	Put the yellow and white mug on the middle plate.	libero_10	LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate	put the white mug on the left plate and put the yellow and white mug on the right plate	on(white_yellow_mug_1, plate_3)	Nonblocking source-scene mugs remain; repeated plates remain because exact-instance selection is the analogy variable.		0	5	0.0	0
ANLGX_006	E1_clean_exact_instance_three_targets	Put the yellow and white mug on the right plate.	libero_10	LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate	put the white mug on the left plate and put the yellow and white mug on the right plate	on(white_yellow_mug_1, plate_2)	Nonblocking source-scene mugs remain; repeated plates remain because exact-instance selection is the analogy variable.		4	5	80.0	4
ANLGX_007	E1_clean_exact_instance_three_targets	Put the black bowl on the left plate.	libero_goal	put_the_bowl_on_the_plate	Put the bowl on the plate	on(akita_black_bowl_1, plate_1)	The wooden cabinet is removed because the added left plate overlaps its source pose.		0	5	0.0	0
ANLGX_008	E1_clean_exact_instance_three_targets	Put the black bowl on the middle plate.	libero_goal	put_the_bowl_on_the_plate	Put the bowl on the plate	on(akita_black_bowl_1, plate_3)	The wooden cabinet is removed because the added left plate overlaps its source pose.		5	5	100.0	5
ANLGX_009	E1_clean_exact_instance_three_targets	Put the black bowl on the right plate.	libero_goal	put_the_bowl_on_the_plate	Put the bowl on the plate	on(akita_black_bowl_1, plate_2)	The wooden cabinet is removed because the added left plate overlaps its source pose.		0	5	0.0	0
ANLGX_010	E1_clean_exact_instance_three_targets	Put the cream cheese on the left black bowl.	libero_goal	put_the_cream_cheese_in_the_bowl	Put the cream cheese on the bowl	on(cream_cheese_1, akita_black_bowl_1)	The source plate and cabinet are removed because they overlap the added middle/left bowl targets.		0	5	0.0	0
ANLGX_011	E1_clean_exact_instance_three_targets	Put the cream cheese on the middle black bowl.	libero_goal	put_the_cream_cheese_in_the_bowl	Put the cream cheese on the bowl	on(cream_cheese_1, akita_black_bowl_2)	The source plate and cabinet are removed because they overlap the added middle/left bowl targets.		0	5	0.0	0
ANLGX_012	E1_clean_exact_instance_three_targets	Put the cream cheese on the right black bowl.	libero_goal	put_the_cream_cheese_in_the_bowl	Put the cream cheese on the bowl	on(cream_cheese_1, akita_black_bowl_3)	The source plate and cabinet are removed because they overlap the added middle/left bowl targets.		0	5	0.0	0
ANLGX_013	E2_sibling_part_or_compartment	Put the book in the front compartment of the caddy.	libero_10	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(black_book_1, desk_caddy_1_front_contain_region)	The whole caddy is the visible destination mask because its local compartments are sites of one fixture body.		0	5	0.0	0
ANLGX_014	E2_sibling_part_or_compartment	Put the book in the left compartment of the caddy.	libero_10	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(black_book_1, desk_caddy_1_left_contain_region)	The whole caddy is the visible destination mask because its local compartments are sites of one fixture body.		0	5	0.0	0
ANLGX_015	E2_sibling_part_or_compartment	Put the book in the right compartment of the caddy.	libero_10	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(black_book_1, desk_caddy_1_right_contain_region)	The whole caddy is the visible destination mask because its local compartments are sites of one fixture body.		0	5	0.0	0
ANLGX_016	E2_sibling_part_or_compartment	Put the black bowl in the top drawer of the white cabinet.	libero_10	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	in(akita_black_bowl_1, white_cabinet_1_top_region)			0	5	0.0	0
ANLGX_017	E2_sibling_part_or_compartment	Put the black bowl in the middle drawer of the white cabinet.	libero_10	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	in(akita_black_bowl_1, white_cabinet_1_middle_region)			5	5	100.0	5
ANLGX_018	E2_sibling_part_or_compartment	Put the black bowl in the middle drawer of the wooden cabinet.	libero_goal	open_the_top_drawer_and_put_the_bowl_inside	Open the top layer of the drawer and put the bowl inside	in(akita_black_bowl_1, wooden_cabinet_1_middle_region)			0	5	0.0	0
ANLGX_019	E2_sibling_part_or_compartment	Put the black bowl in the bottom drawer of the wooden cabinet.	libero_goal	open_the_top_drawer_and_put_the_bowl_inside	Open the top layer of the drawer and put the bowl inside	in(akita_black_bowl_1, wooden_cabinet_1_bottom_region)			2	5	40.0	2
ANLGX_020	E2_sibling_part_or_compartment	Open the top drawer of the wooden cabinet.	libero_goal	open_the_middle_drawer_of_the_cabinet	Open the middle layer of the drawer	open(wooden_cabinet_1_top_region)			3	5	60.0	3
ANLGX_021	E2_sibling_part_or_compartment	Open the bottom drawer of the wooden cabinet.	libero_goal	open_the_middle_drawer_of_the_cabinet	Open the middle layer of the drawer	open(wooden_cabinet_1_bottom_region)			0	5	0.0	0
ANLGX_022	E2_sibling_part_or_compartment	Close the top drawer of the white cabinet.	libero_10	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	close(white_cabinet_1_top_region)			4	5	80.0	4
ANLGX_023	E2_sibling_part_or_compartment	Close the middle drawer of the white cabinet.	libero_10	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	close(white_cabinet_1_middle_region)			4	5	80.0	4
ANLGX_024	E2_sibling_part_or_compartment	Pick up the black bowl in the middle drawer of the wooden cabinet and place it on the plate.	libero_spatial	pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate	Pick the akita black bowl in the top layer of the wooden cabinet and place it on the plate	on(akita_black_bowl_1, plate_1)	Init gate: after settling, the bowl must still satisfy In(bowl, instructed drawer); drawer-contained rotation is allowed.		0	5	0.0	0
ANLGX_025	E2_sibling_part_or_compartment	Pick up the black bowl in the bottom drawer of the wooden cabinet and place it on the plate.	libero_spatial	pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate	Pick the akita black bowl in the top layer of the wooden cabinet and place it on the plate	on(akita_black_bowl_1, plate_1)	Init gate: after settling, the bowl must still satisfy In(bowl, instructed drawer); drawer-contained rotation is allowed.		1	5	20.0	1
ANLGX_026	E3_reference_fixture_pose_transfer	Turn on the stove at the spatial donor position.	libero_goal	turn_on_the_stove	Turn on the stove	turnon(flat_stove_1)	The source wine rack is removed because the relocated stove overlaps its footprint.		0	5	0.0	0
ANLGX_027	E3_reference_fixture_pose_transfer	Turn on the stove at the LIBERO-10 Scene 3 donor position.	libero_goal	turn_on_the_stove	Turn on the stove	turnon(flat_stove_1)			0	5	0.0	0
ANLGX_028	E3_reference_fixture_pose_transfer	Turn on the stove at the LIBERO-10 Scene 8 donor position.	libero_goal	turn_on_the_stove	Turn on the stove	turnon(flat_stove_1)	The source wine rack is removed because the relocated stove overlaps its footprint. | The source cabinet is removed because it blocks the relocated stove or its translated front corridor.		0	5	0.0	0
ANLGX_029	E3_reference_fixture_pose_transfer	Push the plate to the front of the stove at the spatial donor position.	libero_goal	push_the_plate_to_the_front_of_the_stove	Push the plate to the front of the stove	on(plate_1, main_table_stove_front_region)	The placement mask is projected from the current BDDL front region, never copied from the source absolute coordinates. | The source wine rack is removed because the relocated stove overlaps its footprint. | The source cabinet is removed because it blocks the relocated stove or its translated front corridor.		0	5	0.0	0
ANLGX_030	E3_reference_fixture_pose_transfer	Push the plate to the front of the stove at the LIBERO-10 Scene 3 donor position.	libero_goal	push_the_plate_to_the_front_of_the_stove	Push the plate to the front of the stove	on(plate_1, main_table_stove_front_region)	The placement mask is projected from the current BDDL front region, never copied from the source absolute coordinates.		0	5	0.0	0
ANLGX_031	E3_reference_fixture_pose_transfer	Push the plate to the front of the stove at the LIBERO-10 Scene 8 donor position.	libero_goal	push_the_plate_to_the_front_of_the_stove	Push the plate to the front of the stove	on(plate_1, main_table_stove_front_region)	The placement mask is projected from the current BDDL front region, never copied from the source absolute coordinates. | The source wine rack is removed because the relocated stove overlaps its footprint. | The source cabinet is removed because it blocks the relocated stove or its translated front corridor.		0	5	0.0	0
ANLGX_032	E3_reference_fixture_pose_transfer	Put the black bowl on the stove at the spatial donor position.	libero_goal	put_the_bowl_on_the_stove	Put the bowl on the stove	on(akita_black_bowl_1, flat_stove_1_cook_region)	The source wine rack is removed because the relocated stove overlaps its footprint.		0	5	0.0	0
ANLGX_033	E3_reference_fixture_pose_transfer	Put the black bowl on the stove at the LIBERO-10 Scene 3 donor position.	libero_goal	put_the_bowl_on_the_stove	Put the bowl on the stove	on(akita_black_bowl_1, flat_stove_1_cook_region)			2	5	40.0	2
ANLGX_034	E3_reference_fixture_pose_transfer	Put the black bowl on the stove at the LIBERO-10 Scene 8 donor position.	libero_goal	put_the_bowl_on_the_stove	Put the bowl on the stove	on(akita_black_bowl_1, flat_stove_1_cook_region)	The source wine rack is removed because the relocated stove overlaps its footprint. | The source cabinet is removed because it blocks the relocated stove or its translated front corridor.		0	5	0.0	0
ANLGX_035	E3_reference_fixture_pose_transfer	Pick up the black bowl on the stove at the Goal donor position and place it on the plate.	libero_spatial	pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate	Pick the akita black bowl on the stove and place it on the plate	on(akita_black_bowl_1, plate_1)			0	5	0.0	0
ANLGX_036	E3_reference_fixture_pose_transfer	Pick up the black bowl on the stove at the LIBERO-10 Scene 3 donor position and place it on the plate.	libero_spatial	pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate	Pick the akita black bowl on the stove and place it on the plate	on(akita_black_bowl_1, plate_1)			5	5	100.0	5
ANLGX_037	E3_reference_fixture_pose_transfer	Put the moka pot on the stove at the Goal donor position.	libero_10	KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it	turn on the stove and put the moka pot on it	on(moka_pot_1, flat_stove_1_cook_region)			0	5	0.0	0
ANLGX_038	E3_reference_fixture_pose_transfer	Put the moka pot on the stove at the Spatial donor position.	libero_10	KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it	turn on the stove and put the moka pot on it	on(moka_pot_1, flat_stove_1_cook_region)			0	5	0.0	0
ANLGX_039	E3_reference_fixture_pose_transfer	Open the middle drawer of the wooden cabinet at the white-cabinet donor position.	libero_goal	open_the_middle_drawer_of_the_cabinet	Open the middle layer of the drawer	open(wooden_cabinet_1_middle_region)			0	5	0.0	0
ANLGX_040	E3_reference_fixture_pose_transfer	Open the top drawer of the wooden cabinet at the white-cabinet donor position.	libero_goal	open_the_top_drawer_and_put_the_bowl_inside	Open the top layer of the drawer and put the bowl inside	open(wooden_cabinet_1_top_region)			0	5	0.0	0
ANLGX_041	E4_clean_receptacle_or_support_transfer	Put the book in the back compartment of the caddy at the book-slot donor position.	libero_10	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(black_book_1, desk_caddy_1_back_contain_region)			0	5	0.0	0
ANLGX_042	E4_clean_receptacle_or_support_transfer	Put the book in the back compartment of the caddy at the mug-slot donor position.	libero_10	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(black_book_1, desk_caddy_1_back_contain_region)	The source mug is removed because the relocated caddy occupies its exact pose.		0	5	0.0	0
ANLGX_043	E4_clean_receptacle_or_support_transfer	Put the yellow and white mug in the microwave at the Scene 3 fixture position.	libero_10	KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it	put the yellow and white mug in the microwave and close it	in(white_yellow_mug_1, microwave_1_heating_region)			0	5	0.0	0
ANLGX_044	E4_clean_receptacle_or_support_transfer	Close the microwave at the Scene 3 fixture position.	libero_10	KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it	put the yellow and white mug in the microwave and close it	close(microwave_1)			0	5	0.0	0
ANLGX_045	E4_clean_receptacle_or_support_transfer	Put the yellow and white mug in the microwave at the Scene 8 fixture position.	libero_10	KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it	put the yellow and white mug in the microwave and close it	in(white_yellow_mug_1, microwave_1_heating_region)	The porcelain mug is removed because the left microwave overlaps its source pose.		0	5	0.0	0
ANLGX_046	E4_clean_receptacle_or_support_transfer	Close the microwave at the Scene 8 fixture position.	libero_10	KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it	put the yellow and white mug in the microwave and close it	close(microwave_1)	The porcelain mug is removed because the left microwave overlaps its source pose.		0	5	0.0	0
ANLGX_047	E4_clean_receptacle_or_support_transfer	Put the cream cheese in the basket at the former ketchup position.	libero_10	LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket	put both the alphabet soup and the cream cheese box in the basket	in(cream_cheese_1, basket_1_contain_region)	The source ketchup is removed because the relocated basket occupies its exact init region.		1	5	20.0	1
ANLGX_048	E4_clean_receptacle_or_support_transfer	Put the tomato sauce in the basket at the former ketchup position.	libero_10	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket	put both the alphabet soup and the tomato sauce in the basket	in(tomato_sauce_1, basket_1_contain_region)	The source ketchup is removed because the relocated basket occupies its exact init region.		0	5	0.0	0
ANLGX_049	E4_clean_receptacle_or_support_transfer	Put the butter in the basket at the former ketchup position.	libero_10	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket	put both the alphabet soup and the tomato sauce in the basket	in(butter_1, basket_1_contain_region)	The source ketchup is removed because the relocated basket occupies its exact init region.		0	5	0.0	0
ANLGX_050	E4_clean_receptacle_or_support_transfer	Put the wine bottle on the rack at the LIBERO-10 rack position.	libero_goal	put_the_wine_bottle_on_the_rack	Put the wine bottle on the rack	on(wine_bottle_1, wine_rack_1_top_region)	The wooden cabinet is removed because the relocated rack overlaps its source footprint.		1	5	20.0	1
ANLGX_051	E4_clean_receptacle_or_support_transfer	Put the black bowl on top of the wooden cabinet at the white-cabinet donor position.	libero_goal	put_the_bowl_on_top_of_the_cabinet	Put the bowl on the top of the drawer	on(akita_black_bowl_1, wooden_cabinet_1_top_side)			0	5	0.0	0
ANLGX_052	E4_clean_receptacle_or_support_transfer	Put the wine bottle on top of the wooden cabinet at the white-cabinet donor position.	libero_goal	put_the_wine_bottle_on_top_of_the_cabinet	Put the wine bottle on the top of the drawer	on(wine_bottle_1, wooden_cabinet_1_top_side)			1	5	20.0	1
ANLGX_053	S1_spatial_source_to_learned_destination	Pick up the black bowl between the plate and the ramekin and place it on the top of the wooden cabinet.	libero_spatial	pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate	Pick the akita black bowl between the plate and the ramekin and place it on the plate	on(akita_black_bowl_1, wooden_cabinet_1_top_side)			0	5	0.0	0
ANLGX_054	S1_spatial_source_to_learned_destination	Pick up the black bowl between the plate and the ramekin and place it on the stove.	libero_spatial	pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate	Pick the akita black bowl between the plate and the ramekin and place it on the plate	on(akita_black_bowl_1, flat_stove_1_cook_region)			0	5	0.0	0
ANLGX_055	S1_spatial_source_to_learned_destination	Pick up the black bowl next to the ramekin and place it on the top of the wooden cabinet.	libero_spatial	pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate	Pick the akita black bowl next to the ramekin and place it on the plate	on(akita_black_bowl_1, wooden_cabinet_1_top_side)			0	5	0.0	0
ANLGX_056	S1_spatial_source_to_learned_destination	Pick up the black bowl next to the ramekin and place it on the stove.	libero_spatial	pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate	Pick the akita black bowl next to the ramekin and place it on the plate	on(akita_black_bowl_1, flat_stove_1_cook_region)			0	5	0.0	0
ANLGX_057	S1_spatial_source_to_learned_destination	Pick up the black bowl at the table center and place it on the top of the wooden cabinet.	libero_spatial	pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate	Pick the akita black bowl from table center and place it on the plate	on(akita_black_bowl_1, wooden_cabinet_1_top_side)			0	5	0.0	0
ANLGX_058	S1_spatial_source_to_learned_destination	Pick up the black bowl at the table center and place it on the stove.	libero_spatial	pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate	Pick the akita black bowl from table center and place it on the plate	on(akita_black_bowl_1, flat_stove_1_cook_region)			0	5	0.0	0
ANLGX_059	S1_spatial_source_to_learned_destination	Pick up the black bowl on the cookies box and place it on the top of the wooden cabinet.	libero_spatial	pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate	Pick the akita black bowl on the cookies box and place it on the plate	on(akita_black_bowl_1, wooden_cabinet_1_top_side)			0	5	0.0	0
ANLGX_060	S1_spatial_source_to_learned_destination	Pick up the black bowl on the cookies box and place it on the stove.	libero_spatial	pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate	Pick the akita black bowl on the cookies box and place it on the plate	on(akita_black_bowl_1, flat_stove_1_cook_region)			0	5	0.0	0
ANLGX_061	S1_spatial_source_to_learned_destination	Pick up the black bowl in the top drawer of the wooden cabinet and place it on the top of the wooden cabinet.	libero_spatial	pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate	Pick the akita black bowl in the top layer of the wooden cabinet and place it on the plate	on(akita_black_bowl_1, wooden_cabinet_1_top_side)			0	5	0.0	0
ANLGX_062	S1_spatial_source_to_learned_destination	Pick up the black bowl in the top drawer of the wooden cabinet and place it on the stove.	libero_spatial	pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate	Pick the akita black bowl in the top layer of the wooden cabinet and place it on the plate	on(akita_black_bowl_1, flat_stove_1_cook_region)			0	5	0.0	0
ANLGX_063	S1_spatial_source_to_learned_destination	Pick up the black bowl on the ramekin and place it on the top of the wooden cabinet.	libero_spatial	pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate	Pick the akita black bowl on the ramekin and place it on the plate	on(akita_black_bowl_1, wooden_cabinet_1_top_side)			1	5	20.0	1
ANLGX_064	S1_spatial_source_to_learned_destination	Pick up the black bowl on the ramekin and place it on the stove.	libero_spatial	pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate	Pick the akita black bowl on the ramekin and place it on the plate	on(akita_black_bowl_1, flat_stove_1_cook_region)			0	5	0.0	0
ANLGX_065	S1_spatial_source_to_learned_destination	Pick up the black bowl next to the cookies box and place it on the top of the wooden cabinet.	libero_spatial	pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate	Pick the akita black bowl next to the cookies box and place it on the plate	on(akita_black_bowl_1, wooden_cabinet_1_top_side)			0	5	0.0	0
ANLGX_066	S1_spatial_source_to_learned_destination	Pick up the black bowl next to the cookies box and place it on the stove.	libero_spatial	pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate	Pick the akita black bowl next to the cookies box and place it on the plate	on(akita_black_bowl_1, flat_stove_1_cook_region)			0	5	0.0	0
ANLGX_067	S1_spatial_source_to_learned_destination	Pick up the black bowl on the stove and place it on the top of the wooden cabinet.	libero_spatial	pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate	Pick the akita black bowl on the stove and place it on the plate	on(akita_black_bowl_1, wooden_cabinet_1_top_side)			0	5	0.0	0
ANLGX_068	S1_spatial_source_to_learned_destination	Pick up the black bowl next to the plate and place it on the top of the wooden cabinet.	libero_spatial	pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate	Pick the akita black bowl next to the plate and place it on the plate	on(akita_black_bowl_1, wooden_cabinet_1_top_side)			0	5	0.0	0
ANLGX_069	S1_spatial_source_to_learned_destination	Pick up the black bowl next to the plate and place it on the stove.	libero_spatial	pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate	Pick the akita black bowl next to the plate and place it on the plate	on(akita_black_bowl_1, flat_stove_1_cook_region)			0	5	0.0	0
ANLGX_070	S1_spatial_source_to_learned_destination	Pick up the black bowl on top of the wooden cabinet and place it on the stove.	libero_spatial	pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate	Pick the akita black bowl on the wooden cabinet and place it on the plate	on(akita_black_bowl_1, flat_stove_1_cook_region)			0	5	0.0	0
ANLGX_071	S2_spatial_cabinet_to_basket_target_transfer	Pick up the black bowl between the plate and the ramekin and put it in the basket.	libero_spatial	pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate	Pick the akita black bowl between the plate and the ramekin and place it on the plate	in(akita_black_bowl_1, basket_1_contain_region)	The wooden cabinet is removed only because the basket occupies its footprint.		0	5	0.0	0
ANLGX_072	S2_spatial_cabinet_to_basket_target_transfer	Pick up the black bowl next to the ramekin and put it in the basket.	libero_spatial	pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate	Pick the akita black bowl next to the ramekin and place it on the plate	in(akita_black_bowl_1, basket_1_contain_region)	The wooden cabinet is removed only because the basket occupies its footprint.		0	5	0.0	0
